Label,area_0,area_1,area_2,area_3,area_4
Parasitized,18.5,1670.5,0,0,0
Parasitized,1550,0,0,0,0
Parasitized,14.5,1645,0,0,0
Parasitized,28.5,5.5,1715.5,0,0
Parasitized,1675,0,0,0,0
Parasitized,1697.5,0,0,0,0
Parasitized,21.5,21,1664.5,0,0
Parasitized,4,1468.5,0,0,0
Parasitized,14,1141.5,0,0,0
Parasitized,25,1671.5,0,0,0
Parasitized,10,1547,0,0,0
Parasitized,1528,0,0,0,0
Parasitized,4,1735.5,0,0,0
Parasitized,134,1527,0,0,0
Parasitized,1560.5,0,0,0,0
Parasitized,5.5,1206,0,0,0
Parasitized,14,1663,0,0,0
Parasitized,8.5,1627,0,0,0
Parasitized,1634.5,0,0,0,0
Parasitized,1235.5,0,0,0,0
Parasitized,15,1668,0,0,0
Parasitized,1720,0,0,0,0
Parasitized,1588.5,0,0,0,0
Parasitized,51,1581,0,0,0
Parasitized,1639.5,0,0,0,0
Parasitized,19.5,35.5,943,0,0
Parasitized,1414,0,0,0,0
Parasitized,21,1566,0,0,0
Parasitized,10,1690,0,0,0
Parasitized,14,26,1517.5,1,0
Parasitized,1593,0,0,0,0
Parasitized,24.5,1632.5,0,0,0
Parasitized,1549.5,0,0,0,0
Parasitized,1361,0,0,0,0
Parasitized,1652,0,0,0,0
Parasitized,12.5,1394,4,0,0
Parasitized,40,1594.5,0,0,0
Parasitized,11,1606.5,0,0,0
Parasitized,7,9.5,112.5,26.5,0
Parasitized,28.5,1514.5,0,0,0
Parasitized,1715.5,0,0,0,0
Parasitized,55.5,1784.5,0,0,0
Parasitized,1621,0,0,0,0
Parasitized,89.5,33.5,1647,0,0
Parasitized,36.5,1733,0,0,0
Parasitized,22.5,1696.5,0,0,0
Parasitized,81.5,301,12.5,0,0
Parasitized,1638.5,0,0,0,0
Parasitized,1600,0,0,0,0
Parasitized,11,46,1277,0,0
Parasitized,1357,0,0,0,0
Parasitized,1558.5,0,0,0,0
Parasitized,1387.5,0,0,0,0
Parasitized,892,1383.5,0,0,0
Parasitized,12.5,1638.5,0,0,0
Parasitized,4,1459,0,0,0
Parasitized,67.5,17.5,1477,0,0
Parasitized,1817.5,0,0,0,0
Parasitized,1471,0,0,0,0
Parasitized,24,1521,0,0,0
Parasitized,1734,0,0,0,0
Parasitized,1593,0,0,0,0
Parasitized,8.5,1822.5,0,0,0
Parasitized,30.5,1593.5,0,0,0
Parasitized,250,12.5,2,3.5,0
Parasitized,35,49,1503.5,0,0
Parasitized,14.5,20,1643,0,0
Parasitized,1718.5,0,0,0,0
Parasitized,1778,0,0,0,0
Parasitized,1748.5,0,0,0,0
Parasitized,1342.5,0,0,0,0
Parasitized,1580,0,0,0,0
Parasitized,1622.5,0,0,0,0
Parasitized,1627,0,0,0,0
Parasitized,2,153,1692,0,0
Parasitized,24.5,1596.5,0,0,0
Parasitized,38.5,1520,0,0,0
Parasitized,1401.5,0,0,0,0
Parasitized,2,10,1724,0,0
Parasitized,1649.5,0,0,0,0
Parasitized,1455,0,0,0,0
Parasitized,18,1788.5,0,0,0
Parasitized,19,1628,0,0,0
Parasitized,1077,0,0,0,0
Parasitized,1687.5,0,0,0,0
Parasitized,16,1699.5,0,0,0
Parasitized,46,8,44.5,75,16
Parasitized,1524,0,0,0,0
Parasitized,23,19,1197.5,0,0
Parasitized,1587.5,0,0,0,0
Parasitized,1437.5,0,0,0,0
Parasitized,7,1393,0,0,0
Parasitized,38,2,1699.5,0,0
Parasitized,1522,0,0,0,0
Parasitized,16.5,1738,0,0,0
Parasitized,1227.5,0,0,0,0
Parasitized,21.5,1600,0,0,0
Parasitized,1619.5,0,0,0,0
Parasitized,26.5,25,1579,0,0
Parasitized,1614.5,0,0,0,0
Parasitized,18.5,12.5,1593,0,0
Parasitized,33.5,61,1567.5,0,0
Parasitized,37,1373,0,0,0
Parasitized,1430.5,0,0,0,0
Parasitized,62,1302.5,0,0,0
Parasitized,16,1601.5,0,0,0
Parasitized,1468.5,0,0,0,0
Parasitized,1472,0,0,0,0
Parasitized,36,1579,0,0,0
Parasitized,7,1506,0,0,0
Parasitized,15,1640,0,0,0
Parasitized,16,1659,0,0,0
Parasitized,55,1680,0,0,0
Parasitized,1626,0,0,0,0
Parasitized,1802,0,0,0,0
Parasitized,1519,0,0,0,0
Parasitized,35.5,40,1654.5,0,0
Parasitized,1634,0,0,0,0
Parasitized,19,50.5,23.5,0.5,406.5
Parasitized,44.5,1651.5,0,0,0
Parasitized,51,105.5,1644,0,0
Parasitized,25.5,1745.5,0,0,0
Parasitized,1507,0,0,0,0
Parasitized,21,1616.5,0,0,0
Parasitized,975,0,0,0,0
Parasitized,15,1626.5,0,0,0
Parasitized,4,1612.5,0,0,0
Parasitized,63.5,1787.5,0,0,0
Parasitized,30.5,1755,0,0,0
Parasitized,26,1700.5,0,0,0
Parasitized,1547.5,0,0,0,0
Parasitized,32.5,1749,0,0,0
Parasitized,159.5,4.5,4.5,377.5,0
Parasitized,1757,0,0,0,0
Parasitized,1267.5,0,0,0,0
Parasitized,11,1656.5,0,0,0
Parasitized,25.5,1609,0,0,0
Parasitized,33.5,17.5,1391.5,0,0
Parasitized,831,94,0,0,0
Parasitized,8.5,1535,0,0,0
Parasitized,1217,0,0,0,0
Parasitized,37,1699.5,0,0,0
Parasitized,1556.5,0,0,0,0
Parasitized,1621.5,0,0,0,0
Parasitized,1513.5,0,0,0,0
Parasitized,28.5,13.5,1751.5,0,0
Parasitized,10,1638.5,0,0,0
Parasitized,1491,0,0,0,0
Parasitized,23.5,1626,0,0,0
Parasitized,4,37.5,1765,0,0
Parasitized,42.5,1589.5,0,0,0
Parasitized,12.5,1684,0,0,0
Parasitized,16.5,1786,0,0,0
Parasitized,4,1507.5,0,0,0
Parasitized,18,1515,0,0,0
Parasitized,20,1469.5,0,0,0
Parasitized,1489,0,0,0,0
Parasitized,46.5,19,1563,0,0
Parasitized,1450,0,0,0,0
Parasitized,1483.5,0,0,0,0
Parasitized,1302,0,0,0,0
Parasitized,2,1508,0,0,0
Parasitized,40.5,1804,0,0,0
Parasitized,10,1089,0,0,0
Parasitized,1508,0,0,0,0
Parasitized,1534,0,0,0,0
Parasitized,6.5,1514,0,0,0
Parasitized,5.5,33.5,1759.5,0,0
Parasitized,1767.5,0,0,0,0
Parasitized,16.5,1701.5,0,0,0
Parasitized,23,1699.5,0,0,0
Parasitized,0.5,4.5,2.5,4,21
Parasitized,0,37.5,547,0,0
Parasitized,12.5,1634,0,0,0
Parasitized,16.5,1201,0,0,0
Parasitized,8.5,73,1793,0,0
Parasitized,30.5,44,1668,0,0
Parasitized,1551.5,0,0,0,0
Parasitized,1668.5,0,0,0,0
Parasitized,27,1616,0,0,0
Parasitized,194.5,1560.5,0,0,0
Parasitized,25.5,27,1684,0,0
Parasitized,3.5,227.5,0.5,0,0
Parasitized,1765.5,0,0,0,0
Parasitized,30,41,917.5,0,0
Parasitized,10,1452,0,0,0
Parasitized,4,1580.5,0,0,0
Parasitized,6.5,1208,0,0,0
Parasitized,2,1557.5,0,0,0
Parasitized,0,0.5,1019.5,0,0
Parasitized,42.5,1595.5,0,0,0
Parasitized,1502,0,0,0,0
Parasitized,1580.5,0,0,0,0
Parasitized,1520.5,0,0,0,0
Parasitized,1650,0,0,0,0
Parasitized,61,44,1422.5,0,0
Parasitized,11,118,143.5,1506.5,0
Parasitized,1626.5,0,0,0,0
Parasitized,23,1610.5,0,0,0
Parasitized,16.5,1532.5,0,0,0
Parasitized,19,27.5,1724.5,0,0
Parasitized,1258,0,0,0,0
Parasitized,35.5,1578.5,0,0,0
Parasitized,1636.5,0,0,0,0
Parasitized,12.5,1798,0,0,0
Parasitized,1570.5,0,0,0,0
Parasitized,23.5,1702,0,0,0
Parasitized,1385,0,0,0,0
Parasitized,38,1837,0,0,0
Parasitized,1628,0,0,0,0
Parasitized,1720,0,0,0,0
Parasitized,15.5,58,1501.5,0,0
Parasitized,1466,0,0,0,0
Parasitized,20,1583,0,0,0
Parasitized,9.5,17.5,1699,0,0
Parasitized,25.5,1681.5,0,0,0
Parasitized,1235.5,0,0,0,0
Parasitized,17,1725,0,0,0
Parasitized,1567.5,0,0,0,0
Parasitized,1260,0,0,0,0
Parasitized,24,8.5,1572,0,0
Parasitized,42,217,1.5,22,1
Parasitized,1430.5,0,0,0,0
Parasitized,9.5,1720.5,0,0,0
Parasitized,60,1625,0,0,0
Parasitized,40,1441.5,0,0,0
Parasitized,1656.5,0,0,0,0
Parasitized,1605,0,0,0,0
Parasitized,39,1660.5,0,0,0
Parasitized,11.5,69.5,705,0,0
Parasitized,47,1844.5,0,0,0
Parasitized,11,1551.5,0,0,0
Parasitized,913,0,0,0,0
Parasitized,42,627.5,1673.5,0,0
Parasitized,156.5,1154.5,1781,0,0
Parasitized,16.5,1692.5,0,0,0
Parasitized,18.5,1716,0,0,0
Parasitized,1581,0,0,0,0
Parasitized,1357.5,0,0,0,0
Parasitized,1456.5,0,0,0,0
Parasitized,1460.5,0,0,0,0
Parasitized,1707,0,0,0,0
Parasitized,17.5,21.5,1597.5,0,0
Parasitized,5.5,1698.5,0,0,0
Parasitized,4,131.5,1743,0,0
Parasitized,12.5,1681,0,0,0
Parasitized,4,1621.5,0,0,0
Parasitized,10,1647.5,0,0,0
Parasitized,67,1510.5,0,0,0
Parasitized,15.5,26.5,1531.5,0,0
Parasitized,4,9.5,1566,0,0
Parasitized,13.5,20.5,973,0,0
Parasitized,31,1808,0,0,0
Parasitized,20,1590.5,0,0,0
Parasitized,35.5,1738.5,0,0,0
Parasitized,1460,0,0,0,0
Parasitized,25,1651.5,0,0,0
Parasitized,1536.5,0,0,0,0
Parasitized,7,1639,0,0,0
Parasitized,36,643,0,0,0
Parasitized,1628.5,0,0,0,0
Parasitized,40,1717.5,0,0,0
Parasitized,45.5,1654,0,0,0
Parasitized,22.5,1552,0,0,0
Parasitized,9.5,1114.5,0,0,0
Parasitized,1623,0,0,0,0
Parasitized,39.5,1660,0,0,0
Parasitized,26,1671.5,0,0,0
Parasitized,10,1675.5,0,0,0
Parasitized,1679.5,0,0,0,0
Parasitized,1610,0,0,0,0
Parasitized,33.5,1591,0,0,0
Parasitized,1833,0,0,0,0
Parasitized,51.5,1506,0,0,0
Parasitized,0,0,0,637.5,0
Parasitized,37.5,1737.5,0,0,0
Parasitized,1619.5,0,0,0,0
Parasitized,17.5,21,1304,0,0
Parasitized,40.5,1567,0,0,0
Parasitized,4,76,116,0,40
Parasitized,27.5,1581,0,0,0
Parasitized,27,1664.5,0,0,0
Parasitized,6,1498,0,0,0
Parasitized,6,0.5,1453,0,0
Parasitized,25,11,1615,0,0
Parasitized,20,10,1800,0,0
Parasitized,1143,0,0,0,0
Parasitized,10,1672,0,0,0
Parasitized,36,1860.5,0,0,0
Parasitized,1512,0,0,0,0
Parasitized,1638.5,0,0,0,0
Parasitized,16,1178,0,0,0
Parasitized,20.5,1490,0,0,0
Parasitized,1653,0,0,0,0
Parasitized,1557,0,0,0,0
Parasitized,23.5,1677.5,0,0,0
Parasitized,186.5,1622,0,0,0
Parasitized,15,11,1592,0,0
Parasitized,1334.5,0,0,0,0
Parasitized,13.5,1686.5,0,0,0
Parasitized,31.5,1556,0,0,0
Parasitized,2,1690.5,0,0,0
Parasitized,12,1562.5,0,0,0
Parasitized,8.5,1573.5,0,0,0
Parasitized,53.5,1771,0,0,0
Parasitized,65.5,1809,0,0,0
Parasitized,26.5,1620.5,0,0,0
Parasitized,1633.5,0,0,0,0
Parasitized,99,1526.5,0,0,0
Parasitized,1578,0,0,0,0
Parasitized,63.5,1.5,1383.5,0,0
Parasitized,17,1591.5,0,0,0
Parasitized,1546.5,0,0,0,0
Parasitized,1615,0,0,0,0
Parasitized,79.5,1606,0,0,0
Parasitized,950.5,0,0,0,0
Parasitized,16.5,1028.5,0,0,0
Parasitized,18.5,1570,0,0,0
Parasitized,1341,0,0,0,0
Parasitized,1580.5,0,0,0,0
Parasitized,4,1692,0,0,0
Parasitized,229.5,1529.5,0,0,0
Parasitized,53.5,1491.5,0,0,0
Parasitized,5.5,11,1549.5,0,0
Parasitized,8.5,4,1643,0,0
Parasitized,1686.5,0,0,0,0
Parasitized,11,1556.5,0,0,0
Parasitized,4,42,14,22.5,1399
Parasitized,4,23,1482,0,0
Parasitized,103,1582.5,0,0,0
Parasitized,143,2.5,315.5,0,0
Parasitized,34.5,1688,0,0,0
Parasitized,1572.5,0,0,0,0
Parasitized,2,1759,0,0,0
Parasitized,1442.5,0,0,0,0
Parasitized,24,1595,0,0,0
Parasitized,1628,0,0,0,0
Parasitized,1845,0,0,0,0
Parasitized,1569,0,0,0,0
Parasitized,62.5,1644,0,0,0
Parasitized,1661.5,0,0,0,0
Parasitized,41,1682,0,0,0
Parasitized,1596.5,0,0,0,0
Parasitized,1533.5,0,0,0,0
Parasitized,13.5,1804.5,0,0,0
Parasitized,2,1471,0,0,0
Parasitized,80,10,27.5,103,1743.5
Parasitized,4,1530,0,0,0
Parasitized,19,1658.5,0,0,0
Parasitized,21.5,1570.5,0,0,0
Parasitized,1629,0,0,0,0
Parasitized,74.5,21,1537.5,0,0
Parasitized,10,1731,0,0,0
Parasitized,1350.5,0,0,0,0
Parasitized,1705,0,0,0,0
Parasitized,4,1421,0,0,0
Parasitized,40.5,1508.5,0,0,0
Parasitized,4,42,1684.5,0,0
Parasitized,32,1681,0,0,0
Parasitized,31,1665,0,0,0
Parasitized,28,1715,0,0,0
Parasitized,67.5,1945.5,0,0,0
Parasitized,17,1320,0,0,0
Parasitized,1625.5,0,0,0,0
Parasitized,2,8.5,1488.5,0,0
Parasitized,1563,0,0,0,0
Parasitized,1,22,1021.5,0,0
Parasitized,4,22.5,1697.5,0,0
Parasitized,23.5,1763,0,0,0
Parasitized,34,1605,0,0,0
Parasitized,13.5,1503.5,0,0,0
Parasitized,1564,0,0,0,0
Parasitized,27,1618.5,0,0,0
Parasitized,12.5,1433.5,0,0,0
Parasitized,27.5,1622.5,0,0,0
Parasitized,1717,0,0,0,0
Parasitized,1528,0,0,0,0
Parasitized,97,1719,0,0,0
Parasitized,44,1407,0,0,0
Parasitized,1576.5,0,0,0,0
Parasitized,84.5,0,35.5,59.5,16.5
Parasitized,14,1746.5,0,0,0
Parasitized,12.5,1723,0,0,0
Parasitized,30.5,1727,0,0,0
Parasitized,0,1232,0,0,0
Parasitized,1491.5,0,0,0,0
Parasitized,10,19,1725.5,0,0
Parasitized,1198,0,0,0,0
Parasitized,1464,0,0,0,0
Parasitized,1770.5,0,0,0,0
Parasitized,98,1689.5,0,0,0
Parasitized,699.5,0,0,0,0
Parasitized,4,1577,0,0,0
Parasitized,1159,0,0,0,0
Parasitized,1462.5,0,0,0,0
Parasitized,1415,0,0,0,0
Parasitized,1528,0,0,0,0
Parasitized,13.5,1673.5,0,0,0
Parasitized,16.5,4,1546.5,0,0
Parasitized,1604,0,0,0,0
Parasitized,38.5,1575,0,0,0
Parasitized,1710.5,0,0,0,0
Parasitized,2,509.5,1464.5,0,0
Parasitized,1618,0,0,0,0
Parasitized,1413,0,0,0,0
Parasitized,26.5,1607.5,0,0,0
Parasitized,24,1731,0,0,0
Parasitized,24,1731,0,0,0
Parasitized,111.5,1685,0,0,0
Parasitized,1592.5,0,0,0,0
Parasitized,106,109.5,8.5,8.5,1607.5
Parasitized,41,92,1737,0,0
Parasitized,32.5,1562,0,0,0
Parasitized,1645,0,0,0,0
Parasitized,9.5,137.5,235,224.5,0
Parasitized,32,1612,0,0,0
Parasitized,17,1790.5,0,0,0
Parasitized,1605.5,0,0,0,0
Parasitized,18.5,1817.5,0,0,0
Parasitized,0.5,1402.5,0,0,0
Parasitized,1626.5,0,0,0,0
Parasitized,1.5,1461.5,0,0,0
Parasitized,1450,0,0,0,0
Parasitized,2,18.5,1197,0,0
Parasitized,31.5,181.5,1600,0,0
Parasitized,15,1612.5,0,0,0
Parasitized,1694.5,0,0,0,0
Parasitized,30.5,1722.5,0,0,0
Parasitized,65,64,1772.5,0,0
Parasitized,52.5,1544,0,0,0
Parasitized,29.5,1674.5,0,0,0
Parasitized,11,1540,0,0,0
Parasitized,1441.5,0,0,0,0
Parasitized,26,11,1710.5,0,0
Parasitized,1606.5,0,0,0,0
Parasitized,2,45.5,1640.5,0,0
Parasitized,11.5,1540,0,0,0
Parasitized,9.5,51.5,1569,0,0
Parasitized,5.5,1545,0,0,0
Parasitized,27.5,20,29.5,51.5,1640.5
Parasitized,11.5,18,31.5,1712.5,0
Parasitized,1662,0,0,0,0
Parasitized,11,13.5,1611,0,0
Parasitized,66.5,1422,0,0,0
Parasitized,22,1654.5,0,0,0
Parasitized,7,1692,0,0,0
Parasitized,1,1477.5,0,0,0
Parasitized,51,1469,0,0,0
Parasitized,2,4,1625.5,0,0
Parasitized,21,22,1559.5,0,0
Parasitized,14,1175.5,0,0,0
Parasitized,1746,0,0,0,0
Parasitized,16.5,1596.5,0,0,0
Parasitized,5.5,1565.5,0,0,0
Parasitized,21.5,1749.5,0,0,0
Parasitized,7,1085,0,0,0
Parasitized,1715,0,0,0,0
Parasitized,68,6,1744.5,0,0
Parasitized,28.5,1751.5,0,0,0
Parasitized,1709,0,0,0,0
Parasitized,19,1666,0,0,0
Parasitized,1558,0,0,0,0
Parasitized,1611,0,0,0,0
Parasitized,38.5,1686.5,0,0,0
Parasitized,1404,0,0,0,0
Parasitized,12.5,1552.5,0,0,0
Parasitized,2,2,2,1267.5,0
Parasitized,2,1591,0,0,0
Parasitized,1648.5,0,0,0,0
Parasitized,164.5,0,4,1.5,211.5
Parasitized,10,8.5,1732,0,0
Parasitized,1524.5,5.5,0,0,0
Parasitized,1191.5,0,0,0,0
Parasitized,55,42,1643.5,0,0
Parasitized,5.5,1620,0,0,0
Parasitized,1690.5,0,0,0,0
Parasitized,13.5,1278.5,0,0,0
Parasitized,1579,0,0,0,0
Parasitized,35,7,37.5,28,1417.5
Parasitized,20,1701,0,0,0
Parasitized,0,7,1617,0,0
Parasitized,2,1762,0,0,0
Parasitized,22.5,1659.5,0,0,0
Parasitized,1573,0,0,0,0
Parasitized,102,10,1655.5,0,0
Parasitized,41,1623.5,0,0,0
Parasitized,1536,0,0,0,0
Parasitized,1255.5,0,0,0,0
Parasitized,5.5,68,1436,0,0
Parasitized,39,1626,0,0,0
Parasitized,1525,0,0,0,0
Parasitized,1008,0,0,0,0
Parasitized,33,1577,0,0,0
Parasitized,1495,0,0,0,0
Parasitized,1631.5,0,0,0,0
Parasitized,25,1693.5,0,0,0
Parasitized,1602.5,0,0,0,0
Parasitized,26.5,1665.5,0,0,0
Parasitized,4.5,0,0,0.5,0
Parasitized,11,1712,0,0,0
Parasitized,1630,0,0,0,0
Parasitized,1536,0,0,0,0
Parasitized,23.5,1642,0,0,0
Parasitized,1622.5,0,0,0,0
Parasitized,14.5,1559,0,0,0
Parasitized,1570,0,0,0,0
Parasitized,0,885.5,0,0,0
Parasitized,1700.5,0,0,0,0
Parasitized,13,1663,0,0,0
Parasitized,24.5,1682.5,0,0,0
Parasitized,12,1408.5,0,0,0
Parasitized,4,41,17,1101,0
Parasitized,14,1757,0,0,0
Parasitized,58,1656.5,0,0,0
Parasitized,0.5,35.5,1568.5,0,0
Parasitized,1648.5,0,0,0,0
Parasitized,15.5,1548.5,0,0,0
Parasitized,104,1523.5,0,0,0
Parasitized,0,1141.5,0,0,0
Parasitized,1689,0,0,0,0
Parasitized,53.5,1619,0,0,0
Parasitized,10,1667,0,0,0
Parasitized,1417.5,0,0,0,0
Parasitized,14,1588.5,0,0,0
Parasitized,1603.5,0,0,0,0
Parasitized,28.5,1851,0,0,0
Parasitized,1617,0,0,0,0
Parasitized,20.5,1651,0,0,0
Parasitized,8.5,1755,0,0,0
Parasitized,1303,0,0,0,0
Parasitized,1562,0,0,0,0
Parasitized,19,32,1627,0,0
Parasitized,32,8.5,1679,0,0
Parasitized,1632,0,0,0,0
Parasitized,1369,0,0,0,0
Parasitized,32,1699,0,0,0
Parasitized,24.5,1690,0,0,0
Parasitized,14,1702.5,0,0,0
Parasitized,37.5,1644.5,0,0,0
Parasitized,1706,0,0,0,0
Parasitized,1401,0,0,0,0
Parasitized,16.5,1593.5,0,0,0
Parasitized,1745,0,0,0,0
Parasitized,21,2,1636,0,0
Parasitized,10,1380,0,0,0
Parasitized,1.5,2,1455.5,0,0
Parasitized,1589.5,0,0,0,0
Parasitized,1648,0,0,0,0
Parasitized,157.5,1449,0,0,0
Parasitized,1823,0,0,0,0
Parasitized,29,1605,0,0,0
Parasitized,5.5,1756,0,0,0
Parasitized,25,1565.5,0,0,0
Parasitized,1318,0,0,0,0
Parasitized,48.5,1718,0,0,0
Parasitized,13.5,28.5,12.5,14.5,1497.5
Parasitized,1517.5,0,0,0,0
Parasitized,25.5,1222.5,0,0,0
Parasitized,1681,0,0,0,0
Parasitized,1402,0,0,0,0
Parasitized,16.5,32,1648,0,0
Parasitized,14,1615.5,0,0,0
Parasitized,1392,0,0,0,0
Parasitized,1654,0,0,0,0
Parasitized,1523.5,0,0,0,0
Parasitized,680,66,46.5,0,0
Parasitized,8.5,1553,0,0,0
Parasitized,1256,0,0,0,0
Parasitized,8.5,1487.5,0,0,0
Parasitized,21,1753.5,0,0,0
Parasitized,1632.5,0,0,0,0
Parasitized,47.5,1637,0,0,0
Parasitized,1622,0,0,0,0
Parasitized,5.5,1793.5,0,0,0
Parasitized,1536.5,0,0,0,0
Parasitized,11,1655,0,0,0
Parasitized,19,1506,0,0,0
Parasitized,53.5,157.5,0,622,0
Parasitized,1474.5,0,0,0,0
Parasitized,14,1457.5,0,0,0
Parasitized,1695.5,0,0,0,0
Parasitized,15,1629.5,0,0,0
Parasitized,11,17.5,1608.5,0,0
Parasitized,1531,0,0,0,0
Parasitized,30,1179.5,0,0,0
Parasitized,1542,0,0,0,0
Parasitized,49.5,7,1.5,15.5,24.5
Parasitized,1598.5,0,0,0,0
Parasitized,45.5,1665,0,0,0
Parasitized,1629,0,0,0,0
Parasitized,1682.5,0,0,0,0
Parasitized,1683,0,0,0,0
Parasitized,4,1412.5,0,0,0
Parasitized,1771,0,0,0,0
Parasitized,1627,0,0,0,0
Parasitized,1614,3.5,0,0,0
Parasitized,26,1612,0,0,0
Parasitized,22,1014.5,0,0,0
Parasitized,7,1214,0,0,0
Parasitized,1513.5,0,0,0,0
Parasitized,53.5,1623.5,0,0,0
Parasitized,11,4,1716.5,0,0
Parasitized,16.5,1448,0,0,0
Parasitized,22.5,1599,0,0,0
Parasitized,30,1386.5,0,0,0
Parasitized,15,200,1666,0,0
Parasitized,15,22,1686.5,0,0
Parasitized,1456,0,0,0,0
Parasitized,1647,0,0,0,0
Parasitized,1578.5,0,0,0,0
Parasitized,36,1308.5,0,0,0
Parasitized,1582,0,0,0,0
Parasitized,16.5,1828,0,0,0
Parasitized,12.5,1772,0,0,0
Parasitized,77,25.5,814,0,0
Parasitized,38.5,14,1685.5,0,0
Parasitized,11.5,1502.5,0,0,0
Parasitized,1687.5,0,0,0,0
Parasitized,39.5,1336,0,0,0
Parasitized,2,13,1443.5,0,0
Parasitized,1154,0,0,0,0
Parasitized,1584,0,0,0,0
Parasitized,21,1768,0,0,0
Parasitized,1468.5,0,0,0,0
Parasitized,1669,0,0,0,0
Parasitized,21,1269.5,0,0,0
Parasitized,40.5,1523,0,0,0
Parasitized,1398.5,0,0,0,0
Parasitized,4,1664,0,0,0
Parasitized,1580,0,0,0,0
Parasitized,1435,0,0,0,0
Parasitized,56.5,1430,0,0,0
Parasitized,45,38,1577,0,0
Parasitized,21,7,1752,0,0
Parasitized,0,232,1555.5,0,0
Parasitized,1.5,0,1.5,6,21.5
Parasitized,8.5,1736,0,0,0
Parasitized,1428,0,0,0,0
Parasitized,8.5,24,1527,0,0
Parasitized,15.5,9.5,1656,0,0
Parasitized,8.5,1470,0,0,0
Parasitized,1390,0,0,0,0
Parasitized,22,1288,0,0,0
Parasitized,17.5,1269.5,0,0,0
Parasitized,1822.5,0,0,0,0
Parasitized,43.5,1618,0,0,0
Parasitized,1525.5,0,0,0,0
Parasitized,2,1828.5,0,0,0
Parasitized,3.5,0.5,1281,0,0
Parasitized,27,1642.5,0,0,0
Parasitized,9.5,1833,0,0,0
Parasitized,1521.5,0,0,0,0
Parasitized,56,1737,0,0,0
Parasitized,1540.5,2.5,0,0,0
Parasitized,1163,0,0,0,0
Parasitized,9.5,1473,0,0,0
Parasitized,19,1554,0,0,0
Parasitized,1531.5,0,0,0,0
Parasitized,1201,0,0,0,0
Parasitized,1742.5,0,0,0,0
Parasitized,19,1483,0,0,0
Parasitized,27,1542,0,0,0
Parasitized,12.5,1059,0,0,0
Parasitized,18.5,1030.5,0,0,0
Parasitized,1132.5,0,0,0,0
Parasitized,1320.5,0,0,0,0
Parasitized,7,1677,0,0,0
Parasitized,38.5,1565.5,0,0,0
Parasitized,17.5,1726,0,0,0
Parasitized,1520.5,0,0,0,0
Parasitized,19,32,1732,0,0
Parasitized,2,34,104,1662.5,0
Parasitized,1597.5,0,0,0,0
Parasitized,1726,0,0,0,0
Parasitized,1489,0,0,0,0
Parasitized,85,1670,0,0,0
Parasitized,2,1630.5,0,0,0
Parasitized,8,21.5,1718.5,0,0
Parasitized,27.5,34,1517,0,0
Parasitized,8.5,1517.5,0,0,0
Parasitized,1688,0,0,0,0
Parasitized,34,1721,0,0,0
Parasitized,1520.5,0,0,0,0
Parasitized,1606,0,0,0,0
Parasitized,1608.5,0,0,0,0
Parasitized,57.5,1639,0,0,0
Parasitized,20,27,1637,0,0
Parasitized,16.5,1604,0,0,0
Parasitized,10,3,1.5,16,0.5
Parasitized,1884.5,0,0,0,0
Parasitized,16,43.5,1508,0,0
Parasitized,2,466.5,1452.5,0,0
Parasitized,10,1464,0,0,0
Parasitized,0,1476.5,0,0,0
Parasitized,7,1652.5,0,0,0
Parasitized,5.5,1635.5,0,0,0
Parasitized,24.5,1562.5,0,0,0
Parasitized,1558.5,0,0,0,0
Parasitized,14.5,1725.5,0,0,0
Parasitized,1498.5,0,0,0,0
Parasitized,0,0,485,16,0
Parasitized,1554.5,0,0,0,0
Parasitized,2,1574,0,0,0
Parasitized,11,1530,0,0,0
Parasitized,2,1373.5,0,0,0
Parasitized,1703,0,0,0,0
Parasitized,892,0,0,0,0
Parasitized,1551.5,0,0,0,0
Parasitized,35.5,1359.5,0,0,0
Parasitized,1673,0,0,0,0
Parasitized,1543.5,0,0,0,0
Parasitized,17.5,1480.5,0,0,0
Parasitized,1565.5,0,0,0,0
Parasitized,53,1704,0,0,0
Parasitized,13.5,1629,0,0,0
Parasitized,28.5,1809,0,0,0
Parasitized,13.5,1796.5,0,0,0
Parasitized,1522.5,0,0,0,0
Parasitized,7,7,102.5,89.5,41
Parasitized,30.5,753.5,0,0,0
Parasitized,1559,0,0,0,0
Parasitized,45.5,1543,0,0,0
Parasitized,0,379.5,0,0,0
Parasitized,1764.5,0,0,0,0
Parasitized,1652,0,0,0,0
Parasitized,13.5,1136,0,0,0
Parasitized,1611,0,0,0,0
Parasitized,1680,0,0,0,0
Parasitized,16.5,1737.5,0,0,0
Parasitized,4,1622,0,0,0
Parasitized,12.5,368.5,16.5,1560.5,0
Parasitized,40.5,1456.5,0,0,0
Parasitized,28.5,1285,0,0,0
Parasitized,7,1698.5,0,0,0
Parasitized,1685.5,0,0,0,0
Parasitized,4,1474.5,0,0,0
Parasitized,2,1373,0,0,0
Parasitized,2,1560.5,0,0,0
Parasitized,1659,0,0,0,0
Parasitized,16.5,1554.5,0,0,0
Parasitized,1521,0,0,0,0
Parasitized,33,1787,0,0,0
Parasitized,26,83,1627.5,0,0
Parasitized,4,1606,0,0,0
Parasitized,10,16.5,1570.5,0,0
